district;neighborhood;room;living room;area (m2);age;floor;price
 Şile ; Balibey Mah.;2;1;90;28;4;260
 Başakşehir ;Bahçeşehir 1. Kısım Mah.;4;1;202;4;19;400
 Kağıthane ; Talatpaşa Mah.;2;1;130;11;3;340
 Esenyurt ; Çınar Mah.;2;1;100;8;2;130
 Küçükçekmece ; İstasyon Mah.;4;1;180;21;0;550
 Bahçelievler ; Bahçelievler Mah.;2;1;120;0;4;550
 Ataşehir ; Kayışdağı Mah.;1;1;55;0;1;290
 Kağıthane ; Ortabayır Mah.;3;1;125;20;0;250
 Bağcılar ; Bağlar Mah.;3;1;120;26;2;185
 Bakırköy ; Zuhuratbaba Mah.;2;1;95;0;4;600
 Şişli ; Fulya Mah.;1;1;100;5;21;850
 Maltepe ; Zümrütevler Mah.;1;1;63;1;6;380
 Üsküdar ; Küçüksu Mah.;3;1;120;0;1;550
 Bahçelievler ; Bahçelievler Mah.;4;1;250;2;0;1100
 Kadıköy ; Bostancı Mah.;4;1;175;11;6;770
 Maltepe ; Küçükyalı Mah.;5;1;220;0;4;600
 Beylikdüzü ; Marmara Mah.;4;1;200;9;11;449
 Fatih ; Sümbül Efendi Mah.;2;1;75;40;1;150
 Küçükçekmece ; Söğütlü Çeşme Mah.;2;1;90;16;6;125
 Kartal ; Hürriyet Mah.;3;1;120;0;9;300
 Şişli ; Teşvikiye Mah.;2;1;90;35;0;330
 Beyoğlu ; Yenişehir Mah.;3;1;150;40;4;200
 Üsküdar ; Ünalan Mah.;3;1;177;3;20;2040
 Kağıthane ; Çağlayan Mah.;1;1;55;6;5;150
 Silivri ; Cumhuriyet Mah.;2;1;105;11;1;150
 Üsküdar ; Barbaros Mah.;3;1;130;30;3;400
 Esenyurt ; Üçevler Mah.;1;1;94;12;2;170
 Kartal ; Hürriyet Mah.;2;1;100;22;1;1525
 Şişli ; Bozkurt Mah.;2;1;100;18;5;400
 Üsküdar ; Valide-i Atik Mah.;2;1;85;42;2;250
 Silivri ; Yeni Mah.;2;1;85;12;14;125
 Tuzla ; Orta Mah.;2;1;90;5;2;200
 Başakşehir ;Bahçeşehir 1. Kısım Mah.;2;1;100;5;5;280
 Beşiktaş ; Levent Mah.;2;1;130;25;3;275
 Bahçelievler ; Kocasinan Merkez Mah.;2;1;85;25;0;165
 Eyüpsultan ; Esentepe Mah.;2;1;75;10;1;200
 Bahçelievler ; Şirinevler Mah.;2;1;75;3;2;325
 Kağıthane ; Gürsel Mah.;1;1;125;9;4;550
 Beşiktaş ; Levent Mah.;1;1;100;11;16;950
 Maltepe ; Feyzullah Mah.;3;1;135;26;2;550
 Kağıthane ; Seyrantepe Mah.;4;1;150;11;5;250
 Şişli ; İnönü Mah.;2;1;85;30;2;350
 Şişli ; Meşrutiyet Mah.;2;1;110;40;4;470
 Beyoğlu ; Cihangir Mah.;2;1;90;20;2;300
 Üsküdar ; Selimiye Mah.;2;1;100;50;4;250
 Esenyurt ; Osmangazi Mah.;2;1;100;5;0;90
 Sarıyer ; Cumhuriyet Mah.;1;1;75;27;4;200
 Beşiktaş ; Kültür Mah.;5;1;350;25;1;3500
 Beşiktaş ; Levent Mah.;3;1;400;5;13;1850
 Beyoğlu ; Çatma Mescit Mah.;2;1;100;40;1;400
 Tuzla ; Aydıntepe Mah.;2;1;99;8;4;240
 Küçükçekmece ; İstasyon Mah.;1;1;65;12;1;210
 Başakşehir ;Bahçeşehir 1. Kısım Mah.;3;1;175;11;2;550
 Ataşehir ; İçerenköy Mah.;2;1;100;33;3;300
 Pendik ; Kavakpınar Mah.;2;1;90;3;6;210
 Maltepe ; Yalı Mah.;3;1;160;11;2;1100
 Kağıthane ; Emniyet Evleri Mah.;2;1;100;25;5;265
 Avcılar ; Denizköşkler Mah.;3;1;160;30;2;175
 Beşiktaş ; Etiler Mah.;3;1;110;35;0;400
 Kağıthane ; Çağlayan Mah.;3;1;130;6;2;350
 Güngören ; Sanayi Mah.;3;1;150;31;5;210
 Maltepe ; Bağlarbaşı Mah.;2;1;85;5;0;275
 Eyüpsultan ; Göktürk Merkez Mah.;5;2;450;21;0;4200
 Şişli ; Gülbahar Mah.;1;1;40;29;0;200
 Tuzla ; Aydınlı Mah.;1;1;70;13;2;210
 Kadıköy ; Göztepe Mah.;2;1;85;8;1;550
 Beşiktaş ; Ortaköy Mah.;3;1;140;35;2;400
 Sarıyer ; Huzur Mah.;1;0;55;4;7;370
 Kağıthane ; Şirintepe Mah.;2;1;77;4;2;260
 Maltepe ; Aydınevler Mah.;1;1;60;2;0;230
 Ümraniye ; Esenşehir Mah.;2;1;143;12;0;520
 Şişli ; Bozkurt Mah.;2;1;135;2;2;650
 Kağıthane ; Hamidiye Mah.;3;1;180;2;7;1200
 Maltepe ; Başıbüyük Mah.;1;1;75;2;4;265
 Eyüpsultan ; Göktürk Merkez Mah.;2;1;110;7;4;500
 Başakşehir ; Ziya Gökalp Mah.;1;1;86;5;15;290
 Üsküdar ; Murat Reis Mah.;3;1;110;35;1;300
 Esenyurt ; Talatpaşa Mah.;2;1;100;10;0;110
 Bakırköy ; Şenlikköy Mah.;5;2;300;30;4;900
 Sarıyer ; Ayazağa Mah.;2;1;75;8;2;320
 Kadıköy ; Göztepe Mah.;3;1;175;20;4;600
 Sultanbeyli ; Orhangazi Mah.;2;1;100;1;2;230
 Ümraniye ; Namık Kemal Mah.;1;1;55;8;9;325
 Beşiktaş ; Ulus Mah.;3;1;200;21;5;820
 Bahçelievler ; Siyavuşpaşa Mah.;2;1;100;35;5;310
 Beylikdüzü ; Beylikdüzü OSB Mah.;1;1;90;6;3;180
 Güngören ; Merkez Mah.;2;1;90;30;2;170
 Üsküdar ; Ahmediye Mah.;2;1;85;31;0;250
 Küçükçekmece ; Kanarya Mah.;3;1;150;16;2;150
 Kadıköy ; Sahrayı Cedit Mah.;3;1;160;26;1;450
 Üsküdar ; Küçüksu Mah.;3;1;155;25;3;600
 Üsküdar ; Zeynep Kamil Mah.;3;1;100;30;0;160
 Fatih ; Seyyid Ömer Mah.;1;1;65;40;4;140
 Üsküdar ; Altunizade Mah.;2;1;189;5;0;1250
 Beyoğlu ; Pürtelaş Hasan Efendi Mah.;2;1;120;4;1;670
 Kadıköy ; Eğitim Mah.;1;965;50;45;3;139
 Eyüpsultan ; Mimar Sinan Mah.;3;1;193;1;1;1250
 Kağıthane ; Yeşilce Mah.;3;1;100;29;1;180
 Avcılar ; Cihangir Mah.;2;1;95;6;3;250
 Maltepe ; Küçükyalı Mah.;2;1;85;5;2;380
 Üsküdar ; Salacak Mah.;2;1;85;0;2;400
 Sarıyer ; Maslak Mah.;2;1;150;8;2;700
 Eyüpsultan ; Esentepe Mah.;2;1;110;15;5;280
 Beşiktaş ; Yıldız Mah.;4;1;170;0;1;700
 Küçükçekmece ; Halkalı Merkez Mah.;3;1;130;28;3;200
 Şişli ; Gülbahar Mah.;1;1;60;5;3;290
 Fatih ; Silivrikapı Mah.;2;1;85;40;3;170
 Şişli ; Cumhuriyet Mah.;1;1;92;5;21;520
 Şişli ; Teşvikiye Mah.;2;1;100;45;0;450
 Bakırköy ; Basınköy Mah.;5;1;330;20;0;900
 Esenyurt ; Fatih Mah.;2;1;90;5;1;110
 Şişli ; Paşa Mah.;2;1;80;10;0;200
 Kağıthane ; Yeşilce Mah.;2;1;60;5;1;350
 Ümraniye ; Armağanevler Mah.;2;1;85;9;4;320
 Maltepe ; Altıntepe Mah.;3;1;135;26;5;350
 Beşiktaş ; Yıldız Mah.;3;1;120;31;1;330
 Şişli ; Halide Edip Adıvar Mah.;1;1;90;40;2;200
 Kadıköy ; Rasimpaşa Mah.;1;1;22;12;3;1775
 Zeytinburnu ; Yeşiltepe Mah.;2;1;100;13;1;200
 Şişli ; Mecidiyeköy Mah.;2;1;80;12;0;190
 Sarıyer ; Maslak Mah.;3;1;220;7;12;1000
 Beşiktaş ; Nisbetiye Mah.;6;1;578;1;18;6800
 Başakşehir ; Güvercintepe Mah.;2;1;101;4;6;210
 Beyoğlu ; Gümüşsuyu Mah.;3;1;100;60;2;700
 Şişli ; Fulya Mah.;1;1;60;33;-1;150
 Avcılar ; Merkez Mah.;2;1;80;10;0;205
 Eyüpsultan ; Merkez Mah.;3;1;100;21;1;295
 Sarıyer ; Çamlıtepe Mah.;1;1;55;20;0;160
 Kağıthane ; Talatpaşa Mah.;1;1;70;2;4;375
 Bakırköy ; Kartaltepe Mah.;2;1;75;35;0;320
 Beşiktaş ; Nisbetiye Mah.;3;1;100;55;3;480
 Şişli ; Paşa Mah.;1;0;30;14;4;150
 Beyoğlu ; Firuzağa Mah.;1;0;30;35;2;250
 Beşiktaş ; Gayrettepe Mah.;2;1;86;7;1;440
 Avcılar ; Cihangir Mah.;2;1;90;4;2;250
 Fatih ; Mevlanakapı Mah.;2;1;85;35;3;200
 Kağıthane ; Merkez Mah.;1;1;60;4;9;400
 Beykoz ; Kavacık Mah.;3;1;110;18;2;400
 Sarıyer ; Ferahevler Mah.;3;1;235;0;0;1650
 Şişli ; Mecidiyeköy Mah.;1;1;59;4;4;270
 Bakırköy ; Zuhuratbaba Mah.;3;1;125;31;4;255
 Beyoğlu ; Kalyoncu Kulluğu Mah.;2;1;112;25;4;220
 Kartal ; Kordonboyu Mah.;2;1;90;20;7;300
 Ümraniye ; Tepeüstü Mah.;2;1;90;50;2;130
 Arnavutköy ; Taşoluk Mah.;2;1;95;3;4;170
 Güngören ; Mareşal Çakmak Mah.;3;1;130;28;5;200
 Fatih ; Koca Mustafapaşa Mah.;1;1;75;35;0;150
 Esenyurt ; Bağlarçeşme Mah.;2;1;95;10;0;110
 Eyüpsultan ; Güzeltepe Mah.;3;1;117;21;3;300
 Üsküdar ; Ünalan Mah.;3;1;113;31;7;350
 Şişli ; Yayla Mah.;2;1;65;30;6;160
 Beyoğlu ; Kamer Hatun Mah.;1;1;55;40;2;250
 Beykoz ; Acarlar Mah.;6;2;700;11;0;5950
 Fatih ; Cerrahpaşa Mah.;62;1;90;30;1;300
 Sarıyer ; Rumeli Hisarı Mah.;3;1;125;39;4;700
 Bahçelievler ; Şirinevler Mah.;1;1;65;5;0;180
 Şişli ; Mecidiyeköy Mah.;1;1;60;25;1;260
 Beşiktaş ; Mecidiye Mah.;4;1;260;31;4;1000
 Sancaktepe ; Fatih Mah.;2;1;120;5;1;210
 Ataşehir ; İçerenköy Mah.;2;1;90;26;2;210
 Maltepe ; Bağlarbaşı Mah.;1;1;50;11;4;250
 Küçükçekmece ; Sultan Murat Mah.;3;1;130;26;2;180
 Kadıköy ; Caddebostan Mah.;2;1;130;0;8;900
 Maltepe ; Çınar Mah.;4;2;220;25;4;550
 Gaziosmanpaşa ; Merkez Mah.;3;1;197;0;7;800
 Sarıyer ; Maslak Mah.;4;1;255;13;21;1500
 Çekmeköy ; Ekşioğlu Mah.;2;1;100;0;1;300
 Şişli ; Harbiye Mah.;4;1;200;30;2;2000
 Eyüpsultan ; Yeşilpınar Mah.;2;1;120;20;0;200
 Kadıköy ; Fikirtepe Mah.;2;1;120;5;9;550
 Şişli ; Fulya Mah.;2;1;75;35;0;180
 Kadıköy ; Göztepe Mah.;5;2;220;28;4;1250
 Silivri ; Selimpaşa Mah.;6;1;400;5;0;1150
 Esenler ; Turgut Reis Mah.;2;1;110;26;1;170
 Eyüpsultan ; Göktürk Merkez Mah.;1;1;105;15;2;420
 Bakırköy ; Yeşilköy Mah.;3;1;190;38;2;620
 Ümraniye ; Parseller Mah.;3;1;110;5;1;300
 Küçükçekmece ; Gültepe Mah.;2;1;100;26;0;200
 Kağıthane ; Talatpaşa Mah.;2;1;90;16;5;210
 Başakşehir ;Bahçeşehir 1. Kısım Mah.;4;1;202;4;17;450
 Esenyurt ; Çınar Mah.;1;1;95;5;1;120
 Gaziosmanpaşa ; Karayolları Mah.;3;1;134;14;3;650
 Üsküdar ; Barbaros Mah.;3;1;180;4;5;1100
 Kağıthane ; Merkez Mah.;3;1;120;16;11;410
 Maltepe ; Yalı Mah.;2;1;75;1;4;290
 Eyüpsultan ; Emniyettepe Mah.;2;1;90;11;5;350
 Küçükçekmece ; Atakent Mah.;2;1;84;11;11;250
 Bakırköy ;Ataköy 2-5-6. Kısım Mah.;3;1;127;31;7;425
 Başakşehir ; Altınşehir Mah.;5;2;220;4;4;250
 Sancaktepe ; Safa Mah.;2;1;75;5;1;185
 Bahçelievler ; Bahçelievler Mah.;3;1;180;0;8;900
 Bahçelievler ; Bahçelievler Mah.;2;1;105;2;10;490
 Bakırköy ; Yeşilköy Mah.;3;1;160;15;0;800
 Ataşehir ; Kayışdağı Mah.;2;1;70;0;1;340
 Bağcılar ; Hürriyet Mah.;2;1;100;26;4;185
 Pendik ; Yenişehir Mah.;3;1;120;15;4;300
 Sarıyer ; Ayazağa Mah.;3;1;155;5;4;750
 Esenyurt ; Üçevler Mah.;2;1;90;8;1;150
 Maltepe ; Zümrütevler Mah.;2;1;108;1;1;500
 Bakırköy ; Kartaltepe Mah.;3;1;115;45;1;450
 Beylikdüzü ; Yakuplu Mah.;2;1;115;2;4;200
 Pendik ; Fevzi Çakmak Mah.;2;2;230;0;0;500
 Çekmeköy ; Alemdağ Mah.;3;1;115;6;4;330
 Kağıthane ; Ortabayır Mah.;3;1;115;20;1;250
 Fatih ; Mevlanakapı Mah.;2;1;75;36;1;150
 Beşiktaş ; Levent Mah.;3;1;450;5;15;2300
 Sarıyer ; Pınar Mah.;3;1;200;11;3;1800
 Şişli ; Ergenekon Mah.;1;1;70;31;1;250
 Şişli ; Bozkurt Mah.;2;1;130;60;1;600
 Şişli ; Merkez Mah.;3;1;130;25;1;450
 Sarıyer ; Büyükdere Mah.;3;1;125;31;3;350
 Maltepe ; Çınar Mah.;2;1;81;8;1;350
 Maltepe ; Küçükyalı Mah.;2;1;100;25;2;330
 Kadıköy ; Rasimpaşa Mah.;1;0;15;35;0;110
 Ümraniye ; Atatürk Mah.;2;1;95;25;1;250
 Maltepe ; Altayçeşme Mah.;4;1;152;0;5;650
 Fatih ; Haseki Sultan Mah.;1;1;70;32;1;200
 Bağcılar ; Bağlar Mah.;2;1;85;26;0;125
 Kartal ; Cumhuriyet Mah.;3;1;95;30;1;125
 Bahçelievler ; Bahçelievler Mah.;2;1;120;0;3;550
 Beykoz ; Acarlar Mah.;4;1;300;5;1;3400
 Üsküdar ; Acıbadem Mah.;3;1;175;5;3;650
 Fatih ; Topkapı Mah.;2;1;110;38;1;265
 Kadıköy ; Rasimpaşa Mah.;2;1;85;45;3;450
 Bayrampaşa ; Muratpaşa Mah.;1;1;80;35;1;160
 Kağıthane ; Talatpaşa Mah.;1;1;63;0;-3;275
 Üsküdar ; Murat Reis Mah.;2;1;75;34;1;200
 Kartal ; Hürriyet Mah.;2;1;100;22;1;100
 Şişli ; İzzet Paşa Mah.;3;1;115;25;3;400
 Beyoğlu ; Firuzağa Mah.;1;0;35;30;3;260
 Kağıthane ; Sultan Selim Mah.;2;1;95;30;4;225
 Eyüpsultan ; Esentepe Mah.;4;1;170;16;3;250
 Beyoğlu ; Ömer Avni Mah.;2;1;120;30;-1;700
 Şişli ; Esentepe Mah.;1;1;110;11;11;1000
 Küçükçekmece ; Atakent Mah.;2;1;72;5;6;250
 Ümraniye ; Mehmet Akif Mah.;3;1;145;11;9;450
 Kartal ; Kordonboyu Mah.;1;1;59;5;21;425
 Silivri ; Selimpaşa Mah.;2;1;85;25;2;150
 Adalar ; Maden Mah.;3;1;8599;633;10;325
 Şişli ; Gülbahar Mah.;3;1;130;31;2;250
 Fatih ; Molla Gürani Mah.;1;1;75;38;-1;150
 Kadıköy ; Caddebostan Mah.;4;1;210;30;4;1000
 Şişli ; Eskişehir Mah.;2;1;95;30;4;200
 Bağcılar ; Güneşli Mah.;2;1;95;26;1;150
 Ataşehir ; İçerenköy Mah.;2;1;90;35;9;330
 Zeytinburnu ; Gökalp Mah.;2;1;95;26;2;220
 Zeytinburnu ; Telsiz Mah.;2;1;80;12;1;210
 Esenyurt ; Yeşilkent Mah.;3;1;140;12;0;120
 Esenyurt ; Yeşilkent Mah.;3;1;140;12;0;120
 Şişli ; Bozkurt Mah.;2;1;125;2;2;600
 Sarıyer ; Maslak Mah.;3;1;186;10;20;950
 Başakşehir ; Ziya Gökalp Mah.;2;1;120;5;14;400
 Üsküdar ; Valide-i Atik Mah.;2;1;80;2;1;380
 Sarıyer ; Maslak Mah.;4;1;240;8;11;1300
 Bakırköy ; Şenlikköy Mah.;6;2;580;15;4;2800
 Ümraniye ; Necip Fazıl Mah.;3;1;150;18;5;800
 Şişli ; Teşvikiye Mah.;2;1;100;50;4;600
 Gaziosmanpaşa ; Merkez Mah.;2;1;110;25;2;300
 Şişli ; Gülbahar Mah.;3;1;115;20;4;230
 Avcılar ; Firuzköy Mah.;3;1;140;12;2;190
 Esenyurt ; Güzelyurt Mah.;2;1;120;7;2;180
 Beşiktaş ; Mecidiye Mah.;2;1;85;45;1;500
 Kağıthane ; Seyrantepe Mah.;3;1;130;26;4;200
 Kağıthane ; Çeliktepe Mah.;2;1;90;31;4;265
 Adalar ; Burgazada Mah.;3;1;130;30;2;3500
 Şişli ; Halaskargazi Mah.;2;1;110;40;4;320
 Bahçelievler ; Şirinevler Mah.;2;1;100;33;3;200
 Sarıyer ; Tarabya Mah.;2;1;90;25;0;550
 Esenyurt ; Barbaros Hayrettin Paşa Mah.;2;1;90;10;4;210
 Maltepe ; İdealtepe Mah.;3;1;120;15;2;385
 Beşiktaş ; Gayrettepe Mah.;2;1;95;14;5;375
 Beykoz ; Akbaba Mah.;2;1;90;22;0;260
 Şişli ; Meşrutiyet Mah.;2;1;90;26;1;550
 Beyoğlu ; Asmalı Mescit Mah.;3;1;120;33;2;1100
 Kağıthane ; Yeşilce Mah.;3;1;100;29;1;180
 Sarıyer ; Ayazağa Mah.;1;1;85;8;10;550
 Üsküdar ; Ünalan Mah.;1;1;97;5;21;830
 Üsküdar ; Mimar Sinan Mah.;2;1;80;35;4;210
 Bahçelievler ; Soğanlı Mah.;2;1;95;13;4;230
 Şişli ; Mecidiyeköy Mah.;2;1;100;22;4;220
 Sarıyer ; Maslak Mah.;1;0;55;9;4;425
 Avcılar ; Denizköşkler Mah.;2;0;90;30;4;160
 Fatih ; Koca Mustafapaşa Mah.;2;1;90;31;1;215
 Ataşehir ; Barbaros Mah.;1;1;67;11;11;370
 Beyoğlu ; Cihangir Mah.;3;1;95;65;2;450
 Sarıyer ; Fatih Sultan Mehmet Mah.;1;1;70;27;2;200
 Fatih ; Aksaray Mah.;3;1;110;40;1;320
 Beyoğlu ; Cihangir Mah.;2;1;90;20;2;300
 Kağıthane ; Çeliktepe Mah.;3;1;100;35;0;180
 Kadıköy ;19 Mayıs Mah.;3;1;135;37;12;570
 Eyüpsultan ; Güzeltepe Mah.;2;1;95;12;-2;200
 Esenyurt ; Talatpaşa Mah.;2;1;95;5;3;140
 Sarıyer ; Fatih Sultan Mehmet Mah.;2;1;85;18;1;180
 Küçükçekmece ; Atakent Mah.;2;1;84;8;7;275
 Eyüpsultan ; Karadolap Mah.;2;1;100;25;3;150
 Üsküdar ; Bahçelievler Mah.;2;1;100;21;0;370
 Zeytinburnu ; Yeşiltepe Mah.;2;1;120;28;4;200
 Pendik ; Esenler Mah.;2;1;80;16;1;200
 Beykoz ; Çubuklu Mah.;3;1;110;26;3;350
 Sarıyer ; Maslak Mah.;3;1;180;7;12;750
 Gaziosmanpaşa ; Yeni Mahalle Mah.;2;1;85;18;2;180
 Beylikdüzü ; Marmara Mah.;3;1;200;0;4;445
 Güngören ; Abdurrahman Nafiz Gürman Mah.;3;1;145;33;3;500
 Ataşehir ; Atatürk Mah.;3;1;146;18;2;510
 Ümraniye ; Site Mah.;2;1;90;15;0;200
 Sarıyer ; Maslak Mah.;2;1;136;8;21;1100
 Şişli ; Cumhuriyet Mah.;1;1;90;8;21;600
 Fatih ; Mevlanakapı Mah.;2;1;95;35;3;200
 Avcılar ; Cihangir Mah.;2;1;50;5;0;150
 Beşiktaş ; Gayrettepe Mah.;2;1;80;15;5;600
 Fatih ; Yedikule Mah.;2;1;75;40;6;180
 Beşiktaş ; Nisbetiye Mah.;3;1;165;3;4;1400
 Üsküdar ; Bulgurlu Mah.;2;1;95;25;2;230
 Eyüpsultan ; Akşemsettin Mah.;1;1;50;30;0;100
 Sarıyer ; Huzur Mah.;1;1;65;4;5;500
 Avcılar ; Merkez Mah.;3;1;150;0;0;355
 Beşiktaş ; Bebek Mah.;3;1;150;40;3;1200
 Kağıthane ; Sultan Selim Mah.;2;1;78;40;2;200
 Kağıthane ; Sultan Selim Mah.;2;1;78;40;2;200
 Kağıthane ; Çağlayan Mah.;2;1;70;50;3;140
 Beşiktaş ; Etiler Mah.;2;1;85;35;3;450
 Şişli ; Mecidiyeköy Mah.;2;1;100;25;3;300
 Bakırköy ; Osmaniye Mah.;2;1;90;40;4;230
 Beşiktaş ; Gayrettepe Mah.;2;1;100;50;0;490
 Beşiktaş ; Yıldız Mah.;1;1;136;11;0;800
 Fatih ; Mevlanakapı Mah.;2;1;80;38;3;200
 Şişli ; Gülbahar Mah.;2;1;85;2;-1;270
 Esenyurt ; Üçevler Mah.;1;1;106;13;2;200
 Maltepe ; Altıntepe Mah.;2;1;90;21;3;280
 Küçükçekmece ; Kemalpaşa Mah.;3;1;115;26;4;200
 Ataşehir ; Barbaros Mah.;2;1;75;5;1;320
 Kadıköy ; Kozyatağı Mah.;3;1;150;16;4;800
 Bakırköy ; Zuhuratbaba Mah.;2;1;130;29;1;325
 Kadıköy ; Merdivenköy Mah.;2;1;70;31;2;270
 Çekmeköy ; Ekşioğlu Mah.;3;1;90;0;0;280
 Şişli ; Esentepe Mah.;3;1;293;9;18;2800
 Pendik ; Fevzi Çakmak Mah.;3;1;145;11;1;200
 Ümraniye ; İnkılap Mah.;3;1;130;16;3;290
 Şişli ; Fulya Mah.;2;1;80;40;0;260
 Şişli ; Gülbahar Mah.;2;1;120;28;4;550
 Kağıthane ; Hürriyet Mah.;3;1;220;8;8;550
 Üsküdar ; Beylerbeyi Mah.;3;1;140;42;1;625
 Avcılar ; Denizköşkler Mah.;3;1;150;25;2;215
 Esenyurt ; Barbaros Hayrettin Paşa Mah.;2;1;125;26;12;210
 Eyüpsultan ; Sakarya Mah.;3;1;130;6;2;355
 Gaziosmanpaşa ; Karayolları Mah.;1;1;64;11;16;320
 Üsküdar ; Barbaros Mah.;4;1;220;0;3;780
 Kağıthane ; Seyrantepe Mah.;2;1;80;8;10;230
 Esenyurt ; Yeşilkent Mah.;1;1;85;10;19;200
 Şişli ; Mecidiyeköy Mah.;2;1;84;0;3;505
 Beyoğlu ; Kılıçali Paşa Mah.;5;1;280;31;3;1700
 Güngören ; Akıncılar Mah.;2;1;120;30;-3;195
 Maltepe ; Aydınevler Mah.;1;1;60;0;0;385
 Bakırköy ; Yeşilköy Mah.;3;1;170;35;0;1300
 Şişli ; Fulya Mah.;1;1;100;5;11;650
 Esenyurt ; Zafer Mah.;1;1;69;1;18;200
 Şile ; Çavuş Mah.;1;0;50;6;0;160
 Gaziosmanpaşa ; Mevlana Mah.;2;1;90;16;4;170
 Şişli ; Teşvikiye Mah.;2;2;120;5;4;1800
 Eyüpsultan ; Mimar Sinan Mah.;3;1;222;0;0;1000
 Sarıyer ; Ayazağa Mah.;3;1;140;20;3;250
 Sarıyer ; Ferahevler Mah.;3;1;100;1;0;650
 Pendik ; Fevzi Çakmak Mah.;3;1;230;0;0;500
 Çekmeköy ; Alemdağ Mah.;2;1;95;6;4;280
 Beşiktaş ; Levazım Mah.;2;1;180;5;8;3000
 Sarıyer ; Ferahevler Mah.;1;1;75;26;1;290
 Kartal ; Orhantepe Mah.;3;1;160;25;2;350
 Şişli ; Merkez Mah.;2;1;90;1;1;350
 Fatih ; Şehremini Mah.;2;1;85;40;3;300
 Bağcılar ; Demirkapı Mah.;1;1;80;35;5;155
 Ümraniye ; Finanskent Mah.;3;1;166;0;4;700
 Sarıyer ; Maslak Mah.;4;1;270;5;21;1300
 Fatih ; Akşemsettin Mah.;4;2;250;28;5;500
 Kağıthane ; Gültepe Mah.;1;1;50;7;3;225
 Küçükçekmece ; Mehmet Akif Mah.;1;1;80;21;4;120
 Fatih ; Sümbül Efendi Mah.;2;1;65;40;2;150
 Şişli ;19 Mayıs Mah.;1;1;55;4;2;390
 Ataşehir ; İnönü Mah.;1;0;35;7;-1;160
 Eyüpsultan ; Göktürk Merkez Mah.;3;1;198;7;1;1300
 Ümraniye ; Tepeüstü Mah.;3;1;110;14;1;300
 Kadıköy ; Göztepe Mah.;3;1;175;25;4;600
 Beşiktaş ; Nisbetiye Mah.;4;1;350;0;2;3500
 Şişli ; Fulya Mah.;2;1;95;26;1;310
 Şişli ; Fulya Mah.;2;1;90;29;1;450
 Zeytinburnu ; Maltepe Mah.;2;1;135;1;4;600
 Üsküdar ; Acıbadem Mah.;3;1;175;5;3;650
 Ataşehir ; İçerenköy Mah.;3;1;105;27;1;175
 Tuzla ; Yayla Mah.;1;1;160;25;4;210
 Üsküdar ; Ünalan Mah.;2;1;120;6;15;1200
 Kartal ; Hürriyet Mah.;2;1;120;22;1;160
 Kağıthane ; Nurtepe Mah.;2;1;90;9;0;220
 Küçükçekmece ; İstasyon Mah.;2;1;90;0;9;300
 Silivri ; Yeni Mah.;2;1;89;3;4;230
 Başakşehir ;Bahçeşehir 1. Kısım Mah.;2;1;115;16;4;400
 Başakşehir ; Başakşehir Mah.;3;1;135;11;6;450
 Esenler ; Fatih Mah.;2;1;110;27;2;160
 Şişli ; Mecidiyeköy Mah.;3;1;150;15;4;450
 Fatih ; Haseki Sultan Mah.;3;1;135;35;3;300
 Gaziosmanpaşa ; Merkez Mah.;2;1;110;5;2;350
 Üsküdar ; Valide-i Atik Mah.;2;1;75;35;0;175
 Şişli ; Merkez Mah.;2;1;85;30;1;350
 Sancaktepe ; Emek Mah.;2;1;135;11;3;450
 Kağıthane ; Hamidiye Mah.;2;1;120;2;3;700
 Şişli ; Bozkurt Mah.;1;1;78;2;2;440
 Kağıthane ; Hamidiye Mah.;2;1;130;1;8;800
 Başakşehir ; Ziya Gökalp Mah.;3;1;183;5;21;600
 Ümraniye ; Esenşehir Mah.;2;1;75;8;4;270
 Esenyurt ; Barbaros Hayrettin Paşa Mah.;1;1;70;5;4;180
 Bakırköy ; Şenlikköy Mah.;4;1;200;28;2;900
 Kartal ; Hürriyet Mah.;3;1;130;7;7;500
 Üsküdar ; Bahçelievler Mah.;3;1;127;20;4;260
 Ataşehir ; Küçükbakkalköy Mah.;3;1;125;26;4;400
 Kağıthane ; Telsizler Mah.;2;1;80;15;3;160
 Şişli ; Teşvikiye Mah.;2;1;135;30;0;550
 Şişli ; İzzet Paşa Mah.;1;0;35;35;-1;100
 Bahçelievler ; Şirinevler Mah.;2;1;95;2;4;265
 Beylikdüzü ; Cumhuriyet Mah.;1;1;69;24;3;200
 Beşiktaş ; Arnavutköy Mah.;2;1;100;28;2;550
 Üsküdar ; Bahçelievler Mah.;3;1;140;3;0;420
 Bahçelievler ; Bahçelievler Mah.;2;1;70;35;0;350
 Kağıthane ; Gültepe Mah.;1;1;63;7;2;325
 Kadıköy ; Erenköy Mah.;3;1;125;45;1;400
 Ataşehir ; Küçükbakkalköy Mah.;3;1;180;13;1;475
 Bakırköy ; Yeşilyurt Mah.;3;1;125;4;0;650
 Şişli ; Eskişehir Mah.;2;1;90;7;4;280
 Şişli ; Mecidiyeköy Mah.;1;1;50;1;0;210
 Esenyurt ; Güzelyurt Mah.;2;1;95;18;4;130
 Küçükçekmece ; Halkalı Merkez Mah.;2;1;100;15;5;100
 Sarıyer ; Ferahevler Mah.;3;1;130;5;4;900
 Küçükçekmece ; Cennet Mah.;2;1;85;6;1;260
