district;neighborhood;room;living room;area (m2);age;floor;price
 Tuzla ; Postane Mah.;6;2;280;26;2;60000
 Sarıyer ; Demirciköy Mah.;5;2;4300;11;0;115000
 Bağcılar ; Çınar Mah.;2;1;100;20;2;18000
 Beylikdüzü ; Kavaklı Mah.;4;1;240;0;2;40000
 Pendik ; Ahmet Yesevi Mah.;2;1;90;10;0;20000
 Maltepe ; Bağlarbaşı Mah.;3;1;180;16;3;36000
 Esenler ; Mimar Sinan Mah.;2;1;120;26;4;18500
 Başakşehir ;Bahçeşehir 2. Kısım Mah.;3;1;136;1;0;27500
 Avcılar ; Denizköşkler Mah.;3;1;140;25;3;30000
 Esenyurt ; Osmangazi Mah.;2;1;130;12;1;13000
 Şişli ; Bozkurt Mah.;3;2;200;0;5;60000
 Silivri ; Selimpaşa Mah.;3;1;144;16;2;35000
 Ataşehir ; İnönü Mah.;1;1;65;0;2;25000
 Sarıyer ; Huzur Mah.;4;1;321;5;21;190000
 Beşiktaş ; Nisbetiye Mah.;2;1;120;26;1;65000
 Kağıthane ; Ortabayır Mah.;1;1;60;5;0;20000
 Esenyurt ; Üçevler Mah.;2;1;110;4;3;12000
 Bakırköy ; Yenimahalle Mah.;2;1;80;40;0;20000
 Sarıyer ; Maslak Mah.;3;1;245;4;21;90000
 Beşiktaş ; Akat Mah.;3;1;175;25;1;125000
 Beşiktaş ; Muradiye Mah.;1;1;65;35;0;35000
 Şişli ; Merkez Mah.;1;1;68;1;4;45000
 Bakırköy ; Sakızağacı Mah.;3;1;130;32;3;35000
 Beşiktaş ; Nisbetiye Mah.;3;1;129;26;1;60000
 Beşiktaş ; Vişnezade Mah.;4;1;421;5;5;395000
 Gaziosmanpaşa ; Pazariçi Mah.;2;1;90;16;0;16000
 Gaziosmanpaşa ; Pazariçi Mah.;2;1;90;16;0;16000
 Güngören ; Güven Mah.;2;1;100;35;2;22000
 Başakşehir ; Ziya Gökalp Mah.;2;1;129;5;12;39000
 Beyoğlu ; Cihangir Mah.;2;1;80;40;1;45000
 Bakırköy ; Şenlikköy Mah.;4;1;230;30;2;80000
 Şişli ; Eskişehir Mah.;1;1;85;35;1;20500
 Maltepe ; Fındıklı Mah.;1;1;65;5;0;18000
 Maltepe ; Zümrütevler Mah.;2;1;142;1;9;50000
 Fatih ; Haseki Sultan Mah.;1;1;45;5;-2;12000
 Beykoz ; Göztepe Mah.;3;1;130;11;0;38000
 Kadıköy ; Bostancı Mah.;3;1;125;6;8;150000
 Fatih ; Haseki Sultan Mah.;2;1;80;50;2;20000
 Sarıyer ; Kocataş Mah.;1;1;75;35;0;10000
 Beyoğlu ; Katip Mustafa Çelebi Mah.;2;1;120;30;0;28000
 Bakırköy ; Zuhuratbaba Mah.;3;1;110;35;3;26000
 Esenyurt ; Barbaros Hayrettin Paşa Mah.;1;1;100;4;2;24000
 Kağıthane ; Çağlayan Mah.;2;1;85;10;-1;19000
 Ümraniye ; Namık Kemal Mah.;2;1;80;45;4;21500
 Sarıyer ; Yeniköy Mah.;6;1;500;35;5;650000
 Beykoz ; Fatih Mah.;2;1;75;18;4;31500
 Büyükçekmece ; Mimaroba Mah.;2;1;130;7;2;24000
 Beşiktaş ; Mecidiye Mah.;4;1;260;40;4;100000
 Bakırköy ; Basınköy Mah.;3;1;180;25;2;60000
 Kağıthane ; Çeliktepe Mah.;1;1;60;39;0;14000
 Eyüpsultan ; Merkez Mah.;2;1;85;23;2;24000
 Üsküdar ; Murat Reis Mah.;2;1;65;0;0;32000
 Silivri ; Mimar Sinan Mah.;1;1;55;1;2;18500
 Maltepe ; Aydınevler Mah.;3;1;120;0;3;30000
 Eyüpsultan ; Merkez Mah.;2;1;100;5;4;25000
 Adalar ; Maden Mah.;2;1;100;30;0;40000
 Ümraniye ; Atatürk Mah.;3;1;130;11;2;25000
 Şişli ; Mecidiyeköy Mah.;1;1;75;5;3;17500
 Sarıyer ; Maslak Mah.;1;1;93;7;2;47000
 Bağcılar ; Kirazlı Mah.;4;1;180;30;5;12500
 Şişli ; Eskişehir Mah.;3;1;130;0;4;40000
 Beşiktaş ; Levent Mah.;3;1;350;5;10;200000
 Şişli ; Esentepe Mah.;1;1;120;16;2;140000
 Sarıyer ; Maslak Mah.;2;1;165;5;2;80000
 Kadıköy ; Suadiye Mah.;2;1;110;5;9;65000
 Şişli ; Eskişehir Mah.;2;1;80;40;3;18000
 Beşiktaş ; Akat Mah.;2;1;140;21;0;125000
 Sarıyer ; Ayazağa Mah.;1;1;81;5;5;55000
 Bahçelievler ; Bahçelievler Mah.;3;1;130;38;2;45000
 Beykoz ; Acarlar Mah.;2;1;173;0;7;75000
 Kağıthane ; Merkez Mah.;1;1;70;6;4;35000
 Beşiktaş ; Gayrettepe Mah.;1;1;80;21;4;37500
 Bağcılar ;100. Yıl Mah.;2;1;111;21;4;22000
 Esenyurt ; Bağlarçeşme Mah.;2;1;95;5;0;9500
 Sarıyer ; Maden Mah.;2;1;95;20;0;25000
 Beyoğlu ; Cihangir Mah.;1;0;25;30;5;26000
 Şişli ; Eskişehir Mah.;2;1;70;35;0;18000
 Beylikdüzü ; Büyükşehir Mah.;3;1;105;27;2;25000
 Ataşehir ; Atatürk Mah.;3;1;117;9;21;52000
 Maltepe ; Fındıklı Mah.;1;0;60;16;2;13000
 Esenyurt ; Orhan Gazi Mah.;2;1;95;20;6;20000
 Şişli ; Mecidiyeköy Mah.;1;1;75;4;3;31000
 Şişli ; Fulya Mah.;2;1;75;35;-1;20000
 Esenyurt ; Talatpaşa Mah.;2;1;115;0;0;15000
 Esenyurt ; Mehmet Akif Ersoy Mah.;2;1;115;8;2;21000
 Beylikdüzü ; Kavaklı Mah.;4;1;229;5;2;36000
 Esenyurt ; Yeşilkent Mah.;1;1;45;12;4;10000
 Avcılar ; Denizköşkler Mah.;3;1;120;5;2;17500
 Esenyurt ; Güzelyurt Mah.;2;1;125;15;2;18000
 Avcılar ; Merkez Mah.;2;1;92;35;6;12500
 Sarıyer ; Zekeriyaköy Mah.;4;1;190;26;2;65000
 Sarıyer ; Zekeriyaköy Mah.;2;1;140;5;5;60000
 Avcılar ; Gümüşpala Mah.;2;1;110;20;-1;2500
 Bakırköy ; Cevizlik Mah.;2;1;200;40;0;4800
 Beyoğlu ; Bülbül Mah.;1;1;80;25;2;250000
 Şişli ; Fulya Mah.;1;1;60;1;3;60920
 Şişli ; Merkez Mah.;1;1;70;1;8;55000
 Kadıköy ; Göztepe Mah.;3;1;140;8;8;90000
 Şişli ; Mecidiyeköy Mah.;1;1;75;0;0;23750
 Ataşehir ; İçerenköy Mah.;1;0;20;28;3;12000
 Şişli ; Mecidiyeköy Mah.;2;1;95;10;2;50000
 Sarıyer ; Zekeriyaköy Mah.;1;1;70;4;1;45000
 Kağıthane ; Hamidiye Mah.;3;1;185;2;7;115000
 Kağıthane ; Yeşilce Mah.;1;1;70;0;1;23000
 Başakşehir ; Başakşehir Mah.;1;1;72;0;5;25000
 Esenyurt ; Atatürk Mah.;2;1;100;5;3;15500
 Beşiktaş ; Türkali Mah.;2;1;85;35;1;28000
 Küçükçekmece ; Atakent Mah.;1;1;78;5;2;24000
 Arnavutköy ; Hastane Mah.;3;1;125;5;4;22000
 Başakşehir ; Kayabaşı Mah.;3;1;120;0;4;35000
 Beşiktaş ; Nisbetiye Mah.;4;1;170;40;4;85000
 Şişli ; Fulya Mah.;4;1;200;32;3;57000
 Üsküdar ; Cumhuriyet Mah.;2;1;80;5;-1;22500
 Üsküdar ; Barbaros Mah.;4;1;220;0;3;80000
 Sancaktepe ; Abdurrahmangazi Mah.;4;1;202;0;5;68000
 Üsküdar ; Burhaniye Mah.;3;1;140;39;2;27000
 Beykoz ; Merkez Mah.;2;1;100;15;2;38000
 Beykoz ; Riva Mah.;5;2;450;11;0;140000
 Beşiktaş ; Levent Mah.;2;1;260;5;21;180000
 Kadıköy ; Caddebostan Mah.;4;1;180;1;5;175000
 Esenyurt ; Mehterçeşme Mah.;2;1;120;8;11;19000
 Esenyurt ; Akevler Mah.;3;1;145;5;8;26000
 Ümraniye ; Tantavi Mah.;5;1;220;13;4;75000
 Sarıyer ; Maslak Mah.;3;1;170;10;10;84999
 Beşiktaş ; Nisbetiye Mah.;6;1;578;0;20;520000
 Küçükçekmece ; Atakent Mah.;2;1;84;8;7;27500
 Kağıthane ; Gürsel Mah.;1;1;100;10;5;28000
 Küçükçekmece ; Mehmet Akif Mah.;2;1;75;10;3;12000
 Pendik ; Fatih Mah.;2;1;100;25;1;8000
 Kadıköy ; Caferağa Mah.;2;1;90;45;4;35000
 Beyoğlu ; Bereketzade Mah.;2;1;60;99;1;35000
 Bayrampaşa ; Kartaltepe Mah.;2;1;101;7;4;30000
 Şişli ; Gülbahar Mah.;2;1;85;1;3;25000
 Kartal ; Hürriyet Mah.;1;1;65;4;4;19000
 Beşiktaş ; Etiler Mah.;4;1;180;31;4;130000
 Beyoğlu ; Cihangir Mah.;4;2;250;90;4;100000
 Başakşehir ;Bahçeşehir 2. Kısım Mah.;2;1;125;5;21;28000
 Şişli ; Cumhuriyet Mah.;1;1;80;4;3;47500
 Fatih ; Ayvansaray Mah.;1;0;22;16;0;16000
 Beylikdüzü ; Gürpınar Mah.;2;1;110;6;5;19000
 Beşiktaş ; Gayrettepe Mah.;3;1;150;31;6;53000
 Beyoğlu ; Cihangir Mah.;2;1;80;67;1;35000
 Avcılar ; Cihangir Mah.;2;1;120;15;4;15000
 Maltepe ; Yalı Mah.;3;1;125;21;4;37000
 Bağcılar ; Kirazlı Mah.;3;1;140;21;3;18000
 Kağıthane ; Hamidiye Mah.;2;1;110;16;2;28000
 Şişli ; Halide Edip Adıvar Mah.;2;1;90;22;1;20000
 Beşiktaş ; Etiler Mah.;3;1;135;30;6;50000
 Sarıyer ; Cumhuriyet Mah.;2;1;90;25;-1;16000
 Kağıthane ; Yahya Kemal Mah.;1;1;60;30;2;14000
 Pendik ; Esenler Mah.;3;2;170;5;4;35000
 Kadıköy ; Göztepe Mah.;2;1;120;4;7;65000
 Beşiktaş ; Cihannüma Mah.;2;1;85;45;5;30000
 Şişli ; Cumhuriyet Mah.;1;1;90;11;21;56000
 Güngören ; Gençosman Mah.;2;1;95;21;3;27000
 Çekmeköy ; Mehmet Akif Mah.;2;1;95;0;2;26000
 Bahçelievler ; Bahçelievler Mah.;2;1;90;31;3;25000
 Kağıthane ; Sultan Selim Mah.;2;1;80;21;5;16000
 Bağcılar ; Sancaktepe Mah.;3;1;130;26;5;15000
 Beykoz ; Yeni Mahalle Mah.;3;1;180;25;2;27000
 Beyoğlu ; Hacıahmet Mah.;2;1;85;4;2;22000
 Fatih ; Yavuz Sultan Selim Mah.;2;1;90;0;1;29000
 Esenyurt ; Turgut Özal Mah.;2;1;90;5;5;14000
 Sarıyer ; Ferahevler Mah.;6;1;300;5;5;150000
 Kadıköy ; Kozyatağı Mah.;2;1;90;7;10;65000
 Esenler ; Oruçreis Mah.;2;1;100;26;2;15000
 Kağıthane ; Merkez Mah.;2;1;90;5;1;28000
 Kadıköy ;19 Mayıs Mah.;3;1;130;8;8;75000
 Üsküdar ; Aziz Mahmut Hüdayi Mah.;4;1;300;21;4;145000
 Küçükçekmece ; Gültepe Mah.;2;1;100;5;2;26000
 Avcılar ; Firuzköy Mah.;2;1;105;9;3;13000
 Beyoğlu ; Kılıçali Paşa Mah.;4;1;230;16;4;85000
 Kadıköy ; Sahrayı Cedit Mah.;3;1;110;31;1;33000
 Pendik ; Batı Mah.;3;1;113;4;4;45000
 Eyüpsultan ; Yeşilpınar Mah.;2;1;120;20;4;22000
 Eyüpsultan ; Akşemsettin Mah.;2;1;110;16;2;23000
 Sancaktepe ; Abdurrahmangazi Mah.;4;1;150;5;3;25000
 Beylikdüzü ; Cumhuriyet Mah.;3;1;155;4;10;30000
 Kartal ; Uğur Mumcu Mah.;3;1;145;30;7;20000
 Kağıthane ; Ortabayır Mah.;2;1;100;11;1;21000
 Bayrampaşa ; Cevatpaşa Mah.;2;1;110;21;1;16000
 Ümraniye ; Armağanevler Mah.;3;1;130;16;0;28000
 Beşiktaş ; Sinanpaşa Mah.;2;1;100;26;0;35000
 Beylikdüzü ; Kavaklı Mah.;3;1;130;8;1;24000
 Pendik ; Fevzi Çakmak Mah.;3;1;130;26;6;18000
 Zeytinburnu ; Veliefendi Mah.;2;1;130;45;2;20000
 Bahçelievler ; Bahçelievler Mah.;4;1;249;0;9;120000
 Avcılar ; Merkez Mah.;5;1;200;3;4;45000
 Avcılar ; Denizköşkler Mah.;2;1;85;26;2;20000
 Beylikdüzü ; Gürpınar Mah.;3;1;105;0;1;25000
 Şişli ; Fulya Mah.;2;1;65;25;4;27500
 Üsküdar ; Küçük Çamlıca Mah.;2;1;110;40;1;20000
 Fatih ; Balat Mah.;3;3;195;5;0;40000
 Üsküdar ; Murat Reis Mah.;2;1;85;33;0;20000
 Küçükçekmece ; Kartaltepe Mah.;3;2;160;4;3;4490000
 Kağıthane ; Gültepe Mah.;1;1;80;1;2;17000
 Beşiktaş ; Konaklar Mah.;3;1;155;29;3;82500
 Sarıyer ; Maslak Mah.;3;1;175;4;4;80000
 Esenyurt ; Piri Reis Mah.;2;1;105;5;9;17000
 Ataşehir ; İnönü Mah.;1;1;64;0;2;25000
 Büyükçekmece ; Kumburgaz Mah.;5;1;250;10;4;35000
 Esenyurt ; Yeşilkent Mah.;2;1;110;10;3;15000
 Beykoz ; Kavacık Mah.;2;1;75;16;-1;18000
 Esenyurt ; Akçaburgaz Mah.;3;1;110;2;3;18000
 Beylikdüzü ; Yakuplu Mah.;2;1;110;3;2;27000
 Sarıyer ; Tarabya Mah.;1;1;75;31;3;30000
 Beylikdüzü ; Kavaklı Mah.;2;1;90;8;1;16000
 Fatih ; Seyyid Ömer Mah.;1;1;85;45;1;17000
 Bahçelievler ; Fevzi Çakmak Mah.;3;1;120;37;5;25000
 Fatih ; Molla Gürani Mah.;1;1;75;30;1;16500
 Beyoğlu ; Cihangir Mah.;2;1;120;40;4;50000
 Ümraniye ; Şerifali Mah.;4;2;230;8;5;80000
 Kağıthane ; Harmantepe Mah.;2;1;65;3;1;22000
 Üsküdar ; Mimar Sinan Mah.;3;1;100;35;3;38000
 Adalar ; Maden Mah.;2;1;70;30;2;30000
 Beylikdüzü ; Kavaklı Mah.;6;2;650;11;0;75000
 Şişli ; İnönü Mah.;2;1;70;4;2;48000
 Bakırköy ; Osmaniye Mah.;2;1;100;9;4;40000
 Bakırköy ; Zuhuratbaba Mah.;3;1;140;40;3;35000
 Şişli ; Paşa Mah.;1;0;40;5;-1;16500
 Sarıyer ; Kireçburnu Mah.;2;1;75;25;0;22000
 Esenyurt ; Necip Fazıl Kısakürek Mah.;3;1;160;10;7;11000
 Bakırköy ; Şenlikköy Mah.;4;1;220;24;6;120000
 Sarıyer ; Fatih Sultan Mehmet Mah.;3;1;120;34;2;47000
 Üsküdar ; Aziz Mahmut Hüdayi Mah.;2;1;75;0;1;32000
 Bağcılar ; Kazım Karabekir Mah.;2;1;90;31;1;15000
 Maltepe ; Aydınevler Mah.;1;1;60;0;0;38500
 Eyüpsultan ; Akşemsettin Mah.;2;1;85;21;-1;25000
 Esenyurt ; Barbaros Hayrettin Paşa Mah.;1;1;70;10;4;20000
 Adalar ; Nizam Mah.;1;1;60;30;2;20000
 Sarıyer ; Ayazağa Mah.;1;1;95;7;2;65000
 Beşiktaş ; Levent Mah.;2;1;360;5;21;215000
 Üsküdar ; Aziz Mahmut Hüdayi Mah.;1;1;40;0;2;27000
 Sarıyer ; Huzur Mah.;3;1;100;26;8;35000
 Beşiktaş ; Arnavutköy Mah.;6;2;350;0;0;520000
 Kağıthane ; Ortabayır Mah.;2;1;100;26;3;25000
 Fatih ; Molla Gürani Mah.;2;1;100;30;1;24000
 Eyüpsultan ; Göktürk Merkez Mah.;1;1;90;13;2;40000
 Fatih ; Sümbül Efendi Mah.;1;1;70;45;3;16000
 Sarıyer ; Büyükdere Mah.;1;1;80;30;1;12000
 Sarıyer ; Reşitpaşa Mah.;3;1;150;20;3;15000
 Şişli ; Bozkurt Mah.;2;1;100;30;1;39200
 Beşiktaş ; Akat Mah.;2;1;90;27;2;38000
 Bakırköy ; Zuhuratbaba Mah.;3;1;145;26;1;60000
 Sarıyer ; İstinye Mah.;5;1;400;7;3;190000
 Şişli ; Merkez Mah.;2;1;105;4;21;55000
 Esenyurt ; Necip Fazıl Kısakürek Mah.;2;1;120;4;2;12000
 Küçükçekmece ; Atakent Mah.;1;1;74;8;2;30000
 Esenyurt ; Mehterçeşme Mah.;1;1;90;3;4;13000
 Bağcılar ; Merkez Mah.;2;1;100;26;2;14500
 Kağıthane ; Harmantepe Mah.;1;1;70;30;2;16000
 Esenyurt ; Necip Fazıl Kısakürek Mah.;2;1;100;10;2;12000
 Esenyurt ; Necip Fazıl Kısakürek Mah.;2;1;100;10;2;12000
 Çekmeköy ; Çatalmeşe Mah.;4;1;220;2;5;35000
 Kağıthane ; Yeşilce Mah.;3;1;110;10;2;25000
 Sarıyer ; Yeniköy Mah.;5;1;230;31;3;85000
 Sarıyer ; Kocataş Mah.;3;1;120;25;0;25000
 Avcılar ; Ambarlı Mah.;2;1;85;0;2;25000
 Küçükçekmece ; Mehmet Akif Mah.;3;1;160;26;3;13000
 Sultangazi ; Cebeci Mah.;1;1;85;25;5;16000
 Silivri ; Yeni Mah.;2;1;85;9;11;20000
 Arnavutköy ; Anadolu Mah.;2;1;95;4;1;18000
 Şişli ; İnönü Mah.;1;1;75;30;1;50000
 Üsküdar ; Valide-i Atik Mah.;2;1;75;30;3;10000
 Arnavutköy ; Hastane Mah.;2;1;90;0;4;15500
 Arnavutköy ; Mustafa Kemal Paşa Mah.;1;1;65;10;1;20000
 Sultangazi ; Cebeci Mah.;1;1;60;30;0;12000
 Beyoğlu ; Yenişehir Mah.;2;1;80;30;0;16000
 Arnavutköy ; Arnavutköy Merkez Mah.;2;1;85;4;5;16000
 Kartal ; Orta Mah.;2;1;110;35;2;24000
 Şişli ;19 Mayıs Mah.;2;1;90;20;1;33750
 Kağıthane ; Gürsel Mah.;2;1;85;10;-1;18500
 Üsküdar ; Murat Reis Mah.;2;1;60;27;2;27000
 Bahçelievler ; Bahçelievler Mah.;3;1;125;28;2;46500
 Ataşehir ; Kayışdağı Mah.;3;1;110;4;3;26000
 Şişli ; Feriköy Mah.;2;1;80;25;2;200000
 Sultangazi ; Yunus Emre Mah.;2;1;100;25;0;14000
 Üsküdar ; Güzeltepe Mah.;3;1;110;30;4;25000
 Beşiktaş ; Gayrettepe Mah.;1;1;57;0;3;45000
 Beylikdüzü ; Barış Mah.;3;1;145;22;7;23000
 Başakşehir ;Bahçeşehir 2. Kısım Mah.;3;1;150;20;3;25000
 Maltepe ; Fındıklı Mah.;3;1;125;15;2;26000
 Maltepe ; Zümrütevler Mah.;2;1;108;1;9;45000
 Şişli ; Merkez Mah.;2;1;110;3;21;75000
 Şişli ; Esentepe Mah.;2;1;70;0;1;30000
 Ümraniye ; Finanskent Mah.;2;1;102;2;3;45000
 Beşiktaş ; Ulus Mah.;3;1;220;16;2;100000
 Kağıthane ; Şirintepe Mah.;2;1;92;35;2;20000
 Sarıyer ; Huzur Mah.;1;0;55;7;2;42000
 Zeytinburnu ; Merkezefendi Mah.;3;1;110;31;0;40000
 Küçükçekmece ; Atakent Mah.;1;1;75;7;2;24000
 Beykoz ; Anadolu Hisarı Mah.;3;1;130;31;1;40000
 Beylikdüzü ; Sahil Mah.;2;1;60;1;1;35000
 Kartal ; Cevizli Mah.;1;0;50;4;21;23500
 Bayrampaşa ; Yenidoğan Mah.;1;1;65;10;3;16000
 Sarıyer ; Maslak Mah.;1;1;98;5;12;50000
 Kadıköy ; Osmanağa Mah.;1;0;40;40;5;21000
 Bakırköy ; Osmaniye Mah.;3;1;120;30;5;28000
 Üsküdar ; Acıbadem Mah.;4;2;290;13;6;110000
 Esenyurt ; Akçaburgaz Mah.;1;1;70;4;5;10000
 Silivri ; Alipaşa Mah.;2;1;95;2;1;16000
 Beylikdüzü ; Yakuplu Mah.;3;1;150;1;4;22000
 Beylikdüzü ; Marmara Mah.;7;2;280;0;2;90000
 Esenyurt ; Hürriyet Mah.;3;1;125;5;3;23000
 Sancaktepe ; Abdurrahmangazi Mah.;2;1;108;0;6;35000
 Üsküdar ; Küçüksu Mah.;3;1;145;23;4;43000
 Kadıköy ; Erenköy Mah.;3;1;170;31;9;75000
 Şişli ;19 Mayıs Mah.;1;1;70;26;3;25000
 Esenyurt ; Barbaros Hayrettin Paşa Mah.;2;1;90;8;2;18000
 Kağıthane ; Seyrantepe Mah.;2;1;102;3;5;70000
 Beşiktaş ; Levent Mah.;2;1;260;5;13;150000
 Beşiktaş ; Nisbetiye Mah.;8;2;791;2;21;650000
 Beşiktaş ; Akat Mah.;6;1;578;1;18;680000
 Maltepe ; Aydınevler Mah.;2;1;90;24;1;22500
 Kağıthane ; Şirintepe Mah.;2;1;90;17;4;19500
 Beyoğlu ; Ömer Avni Mah.;2;1;90;45;2;50000
 Küçükçekmece ; Mehmet Akif Mah.;2;1;85;25;1;14000
 Beyoğlu ; Katip Mustafa Çelebi Mah.;1;0;35;40;4;20000
 Kağıthane ; Hamidiye Mah.;2;1;185;0;8;58000
 Bahçelievler ; Şirinevler Mah.;4;1;210;29;4;30000
 Bayrampaşa ; Kartaltepe Mah.;1;1;61;25;1;16000
 Bakırköy ; Şenlikköy Mah.;4;1;240;18;2;140000
 Beykoz ; Çubuklu Mah.;9;2;850;5;0;650000
 Şişli ; Eskişehir Mah.;2;1;80;40;1;30000
 Beşiktaş ; Vişnezade Mah.;1;1;85;10;1;37500
 Şişli ; Teşvikiye Mah.;2;1;122;11;1;54930
 Çekmeköy ; Mehmet Akif Mah.;2;1;95;5;5;15000
 Kağıthane ; Hamidiye Mah.;3;1;180;2;7;120000
 Tuzla ; Postane Mah.;3;1;117;5;2;40000
 Gaziosmanpaşa ; Karlıtepe Mah.;2;1;60;15;1;17000
 Sarıyer ; Gümüşdere Mah.;7;0;700;0;0;230000
 Kağıthane ; Hamidiye Mah.;2;1;67;20;1;30000
 Beşiktaş ; Akat Mah.;3;1;120;50;3;64500
 Kağıthane ; Ortabayır Mah.;1;1;65;5;-1;20000
 Beykoz ; Acarlar Mah.;5;1;400;21;0;250000
 Şişli ; Paşa Mah.;2;1;98;6;1;23000
 Küçükçekmece ; Atakent Mah.;3;1;152;12;5;35000
 Fatih ; Seyyid Ömer Mah.;1;1;60;30;-1;12000
 Maltepe ; Fındıklı Mah.;2;1;120;16;5;21000
 Şişli ; Cumhuriyet Mah.;1;1;88;13;5;48000
 Esenyurt ; Koza Mah.;2;1;110;1;1;25000
 Kağıthane ; Sultan Selim Mah.;3;2;130;11;4;22000
 Bağcılar ; Sancaktepe Mah.;1;1;85;16;1;15000
 Gaziosmanpaşa ; Karadeniz Mah.;2;1;115;5;1;30000
 Sultangazi ; İsmetpaşa Mah.;2;1;130;11;4;25000
 Çekmeköy ; Mehmet Akif Mah.;2;1;75;5;0;21000
 Başakşehir ; Kayabaşı Mah.;2;1;85;11;5;24000
 Ataşehir ; Barbaros Mah.;1;1;75;11;2;20000
 Beylikdüzü ; Kavaklı Mah.;2;1;105;5;2;25000
 Küçükçekmece ; Beşyol Mah.;2;1;95;26;3;19000
 Eyüpsultan ; Akşemsettin Mah.;3;1;145;21;2;23000
 Güngören ; Güneştepe Mah.;2;1;100;26;4;16000
 Bakırköy ; Kartaltepe Mah.;2;0;70;50;0;20000
 Küçükçekmece ; Yeşilova Mah.;3;1;155;25;3;35000
 Küçükçekmece ; Yeni Mahalle Mah.;2;1;65;8;1;16500
 Eyüpsultan ; Çırçır Mah.;3;1;100;26;1;24000
 Güngören ; Gençosman Mah.;3;1;115;21;1;26000
 Avcılar ; Cihangir Mah.;3;1;150;8;3;25000
 Esenyurt ; Barbaros Hayrettin Paşa Mah.;2;1;100;16;1;24000
 Çekmeköy ; Aydınlar Mah.;2;1;85;2;4;20000
 Kadıköy ; Erenköy Mah.;2;1;100;35;2;29500
 Başakşehir ; Başakşehir Mah.;3;1;135;12;5;38000
 Beyoğlu ; Örnektepe Mah.;2;1;100;0;1;29950
 Kağıthane ; Ortabayır Mah.;2;1;85;26;5;20000
 Adalar ; Maden Mah.;3;1;140;25;2;40000
 Avcılar ; Merkez Mah.;2;1;100;3;4;25000
 Avcılar ; Denizköşkler Mah.;2;1;80;1;-2;22500
 Başakşehir ; Güvercintepe Mah.;2;1;95;26;-1;15000
 Zeytinburnu ; Çırpıcı Mah.;2;1;95;6;3;30000
 Sarıyer ; Ayazağa Mah.;3;1;190;0;7;125000
 Şişli ; Teşvikiye Mah.;2;1;140;55;4;60000
 Ataşehir ; Atatürk Mah.;3;1;120;35;5;60000
 Sarıyer ; Tarabya Mah.;3;1;250;4;0;180000
 Eyüpsultan ; Silahtarağa Mah.;2;1;80;4;-1;21500
 Pendik ; Fatih Mah.;3;1;120;15;2;21000
 Arnavutköy ; İslambey Mah.;2;1;90;4;5;17500
 Beykoz ; Kavacık Mah.;3;1;140;20;2;42500
 Şişli ; Cumhuriyet Mah.;1;0;50;7;2;34000
 Fatih ; Cerrahpaşa Mah.;3;1;101;40;2;25000
 Arnavutköy ; Hadımköy Mah.;3;1;80;12;2;9500
 Beşiktaş ; Akat Mah.;2;1;85;30;4;50000
 Beşiktaş ; Akat Mah.;3;1;180;24;4;160000
 Şişli ; Gülbahar Mah.;1;1;110;20;18;70000
 Esenyurt ; Pınar Mah.;1;1;82;0;1;14000
 Kadıköy ; Göztepe Mah.;3;1;110;5;6;75000
 Sarıyer ; Tarabya Mah.;2;1;130;26;1;31000
 Sarıyer ; İstinye Mah.;2;1;100;30;1;38000
 Sultangazi ; Cebeci Mah.;1;1;70;20;0;12000
 Beyoğlu ; Kocatepe Mah.;1;1;55;8;5;32000
 Fatih ; Molla Gürani Mah.;1;1;85;30;1;16000
 Sarıyer ; Maslak Mah.;3;1;170;14;14;75000
 Şişli ; Paşa Mah.;2;1;95;5;0;30000
 Üsküdar ; Bulgurlu Mah.;2;1;120;28;3;22000
 Beşiktaş ; Vişnezade Mah.;3;1;125;40;1;47500
 Başakşehir ; Altınşehir Mah.;2;1;120;11;2;15000
 Sancaktepe ; Abdurrahmangazi Mah.;1;0;45;7;4;21000
 Kağıthane ; Talatpaşa Mah.;2;1;110;26;3;21000
 Şişli ; Harbiye Mah.;2;1;90;20;2;28000
 Küçükçekmece ; Fatih Mah.;2;1;90;29;4;12500
 Esenler ; Namık Kemal Mah.;3;1;110;17;2;26000
 Gaziosmanpaşa ; Merkez Mah.;2;1;75;27;1;22000
 Eyüpsultan ; Akşemsettin Mah.;2;1;100;16;1;18000
 Esenler ; Nine Hatun Mah.;2;1;110;17;4;18000
 Sarıyer ; Bahçeköy Merkez Mah.;3;1;135;18;2;30000
 Beşiktaş ; Ulus Mah.;3;1;175;23;0;140000
 Beykoz ; İshaklı Mah.;3;1;1300;5;0;40000
 Beyoğlu ; Asmalı Mescit Mah.;1;0;20;30;0;10500
 Bakırköy ; Şenlikköy Mah.;4;1;230;20;2;75000
 Zeytinburnu ; Kazlıçeşme Mah.;2;1;150;4;15;130000
 Maltepe ; Altıntepe Mah.;3;1;145;25;2;32000
 Eyüpsultan ; Yeşilpınar Mah.;2;1;110;16;4;25000
 Üsküdar ; Murat Reis Mah.;1;1;60;0;0;30000
 Şişli ; Paşa Mah.;2;1;85;25;5;20000
 Sancaktepe ; Osmangazi Mah.;3;1;120;26;1;23000
 Silivri ; Mimar Sinan Mah.;2;1;90;0;2;18000
 Küçükçekmece ; Cumhuriyet Mah.;3;1;170;23;2;25000
 Ümraniye ; Necip Fazıl Mah.;3;2;215;15;3;34000
